feature_id,feature_name,category,summary,purpose,owner_volume,supporting_volumes,implementation_status,release_stage,priority,initial_release_required,groundwork_required_now,platform_availability,edition_availability,dependencies,risk_level,safety_classification,UX_location,API_or_service_owner,acceptance_summary,design_evidence,implementation_evidence,test_evidence,release_evidence,blocker,tentative_start_window,tentative_completion_window,timeline_confidence,release_history,replacement_feature,deprecation_notes
FEAT-0160,Volatility stops,14 Stop loss and take profit,Stop distance derived from a broader volatility measure than ATR alone.,Volatility-adjusted protective stop.,DS-020,,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,A volatility stop's distance is derived from the configured volatility measure and documented as distinct from the ATR-only calculation in FEAT-0159.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0161,Support/resistance stops,14 Stop loss and take profit,Stop placed at a technical support/resistance level.,Technically-informed protective stop.,DS-020,DS-022,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,A support/resistance stop's price is anchored to a specific identified level and is rejected before submission if no valid level is available.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0162,Trailing stops,14 Stop loss and take profit,Stop that moves with favorable price movement.,Lock in gains as a position moves favorably.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,FEAT-0154,Low,Deterministic-Authoritative,TBD,TBD,"A trailing stop's trigger price only ever moves in the position's favorable direction, never backward, and is validated by the Risk Engine on every recalculation, not only at submission.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0163,Break-even stops,14 Stop loss and take profit,Stop automatically moved to entry price once a profit threshold is reached.,Eliminate downside risk after initial profit.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A break-even stop moves to (or through, per configuration) entry price once the configured profit threshold is reached, and never moves the stop to a less favorable price than its prior value.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0164,Time-based exits,14 Stop loss and take profit,Exit a position after a configured time window regardless of price.,Enforce discipline for time-sensitive strategies.,DS-020,,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A time-based exit closes the position at or after the configured time window elapses, regardless of price, and logs the elapsed-time trigger distinctly from a price-based trigger.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0165,Strategy-specific exits,14 Stop loss and take profit,Exit logic defined as part of a specific strategy's own rules.,Support strategy-native exit logic.,DS-020,DS-002,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A strategy-specific exit rule executes only for positions opened by that strategy, and is validated by the same deterministic pipeline as a manually-configured exit.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0166,Multiple targets,14 Stop loss and take profit,More than one take-profit target for a single position.,Support scaled profit-taking.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A position can carry more than one take-profit target concurrently, with each target's fill independently tracked against the position's remaining size.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0167,Partial exits,14 Stop loss and take profit,Exit part of a position while leaving the remainder open.,Support the multi-target exit model.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,A partial exit reduces position size by the configured amount/percentage and leaves the remainder's existing stop/target orders intact and correctly re-sized.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0168,Scaling out,14 Stop loss and take profit,Systematic partial-exit schedule as price moves favorably.,Formalize partial-exit behavior.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,Medium,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A scaling-out schedule executes its configured partial exits in sequence as price reaches each level, without requiring manual re-submission between levels.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0169,Moving stops after Target 1,14 Stop loss and take profit,Automatically adjust the stop once the first target is hit.,Reduce risk after partial profit is realized.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Once Target 1 fills, the stop for the remaining position moves per the configured rule (e.g. to break-even) automatically, and the adjustment is logged with the triggering fill's ID.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0170,Broker-native bracket orders,14 Stop loss and take profit,Bracket order submitted natively to the broker where supported.,Prefer broker-native protection when available.,DS-020,DS-002;DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,FEAT-0191,Low,Deterministic-Authoritative,TBD,TBD,"A bracket order submitted to a broker that supports native brackets is acknowledged by the broker as a single linked entry/stop/target group, confirmed via the broker acknowledgement recorded against the order.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0171,OCO orders,14 Stop loss and take profit,"One-Cancels-Other order pairing, where the broker supports it.",Prevent duplicate fills across a stop/target pair.,DS-020,DS-002;DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"An OCO pair submitted to a broker that supports OCO results in the fill of one leg automatically canceling the other, confirmed via broker acknowledgement, not by DarkSage inferring cancellation.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0172,DarkSage-managed protection,14 Stop loss and take profit,Software-managed stop/target monitoring where the broker lacks native bracket/OCO support.,Ensure protective-order behavior even on brokers with limited native support.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,FEAT-0191,High,Deterministic-Authoritative,TBD,TBD,"Where the broker lacks native bracket/OCO support, DarkSage-managed protection continuously monitors the position and submits the appropriate exit order when the trigger condition is met, with its own liveness monitored (see FEAT-0247).",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0173,Maximum planned loss,14 Stop loss and take profit,"Hard cap on planned loss for a position, enforced before entry.",Prevent any position from exceeding an acceptable loss.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"An order that would create planned loss exceeding the account's configured maximum planned loss is rejected before submission, with the specific limit and computed loss stated in the rejection.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0174,Position sizing based on stop distance,14 Stop loss and take profit,Size derived jointly from stop distance and account risk tolerance.,See Risk-Based Position Sizing (Risk category); restated here for the exit-planning context.,DS-020,DS-002,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Position size is computed as a function of stop distance and the account's configured risk-per-trade; an order sized without a valid stop distance is rejected, not silently defaulted.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0175,Long-position exit validation,14 Stop loss and take profit,Validation logic specific to long-position exit plans.,Ensure exit-plan correctness per position direction.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,Long-position exit validation rejects a stop above entry or a target below entry for a long position.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0176,Short-position exit validation,14 Stop loss and take profit,Validation logic specific to short-position exit plans.,Ensure exit-plan correctness per position direction.,DS-020,,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Short-position exit validation rejects a stop below entry or a target above entry for a short position, mirroring FEAT-0175 for the opposite direction.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0177,Options-specific exits,14 Stop loss and take profit,"Exit logic accounting for options-specific mechanics (assignment, expiration).",Support selected options intelligence safely.,DS-020,,Blocked,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,FEAT-0213,Low,Deterministic-Authoritative,TBD,TBD,Options-specific exit logic accounts for assignment risk and expiration proximity before allowing an exit plan to be marked approved for an options position.,Not Yet Designed,None,None,None -- not released,Depends on options data provider selection.,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0178,Gap handling,14 Stop loss and take profit,Defined behavior when price gaps through a stop/target.,Prevent undefined behavior on a gap.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"When price gaps through a stop/target without an intervening trade at the trigger price, the defined gap-handling behavior (documented, not ad hoc) executes and the resulting fill's deviation from the trigger price is recorded.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0179,Slippage handling,14 Stop loss and take profit,Defined behavior/disclosure when a fill differs from the expected price.,Preserve trust in the exit-plan model.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"When a fill price differs from the expected trigger price, the deviation (slippage) is computed, recorded against the order, and disclosed to the user.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0180,Partial-fill handling,14 Stop loss and take profit,Defined behavior when an order is only partially filled.,Prevent undefined state on a partial fill.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A partially-filled stop/target order leaves an accurately-sized remainder working, and the fill quantity reconciles against the broker's reported fill within one reconciliation cycle.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0181,Cancel/replace behavior,14 Stop loss and take profit,Defined behavior when modifying a working stop/target order.,Prevent race conditions on order modification.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A cancel/replace on a working stop/target order is atomic from the user's perspective: the old order is confirmed canceled before or simultaneously with the new order's acknowledgement, never leaving both live.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0182,Mobile stop and target editing,14 Stop loss and take profit,Edit a position's stop/target from the mobile app.,Support remote exit-plan management.,DS-020,DS-016;DS-022,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"A user can view and edit an open position's stop/target from the mobile app, and the edit passes through the same deterministic validation as a desktop-submitted edit.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0183,Emergency close,14 Stop loss and take profit,"Immediately close a position at market, bypassing normal exit-plan sequencing.","Give the user a fast, unambiguous way out during an emergency.",DS-020,DS-023;DS-016;DS-022,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Emergency close submits a market order to flatten the position immediately, bypassing normal exit-plan sequencing but still subject to the Risk Engine's basic sanity checks (e.g. duplicate-submission prevention).",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0184,Exits-only mode,14 Stop loss and take profit,"Account/strategy mode that permits only exit actions, no new entries.",De-risk an account without fully halting it.,DS-020,DS-016;DS-022,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"In exits-only mode, any attempt to submit a new entry order is rejected before reaching the broker, while exit orders for existing positions are still accepted.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0185,Global kill switch,14 Stop loss and take profit,Halt all new order submission across the entire system.,Ultimate safety control.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,FEAT-0191,High,Deterministic-Authoritative,TBD,TBD,"Activating the global kill switch halts all new order submission across every account/strategy/broker connection within one request cycle, verified against the actual order-submission path (FEAT-0191), not a UI-only flag.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0186,Account-level kill switch,14 Stop loss and take profit,Halt new order submission for a single account.,Contain risk to one account.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"An account-level kill switch halts new order submission for that account only, leaving other accounts unaffected.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0187,Broker-level kill switch,14 Stop loss and take profit,Halt new order submission routed through a specific broker connection.,Contain risk to one broker integration.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"A broker-level kill switch halts new order submission routed through that broker connection only, leaving other broker connections unaffected.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0188,Strategy-level kill switch,14 Stop loss and take profit,Halt a specific automated strategy without affecting others.,Contain risk to one misbehaving strategy.,DS-020,DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"A strategy-level kill switch halts new automated orders from that strategy only, leaving manual orders and other strategies unaffected.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0189,Rejection explanations,14 Stop loss and take profit,"Every deterministic rejection states a specific, human-readable reason.",Preserve trust and support troubleshooting.,DS-020,DS-002;DS-023,Planned,Stage 5 -- Initial Commercial Release,High,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Every deterministic rejection returns a specific, human-readable reason naming the exact rule that failed; a generic ""rejected"" message with no reason is treated as a defect.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0190,Approved deterministic exit plan requirement,14 Stop loss and take profit,"Automated entries normally require an approved, deterministic exit plan before submission.",Prevent an automated entry from ever existing without a defined risk boundary.,DS-020,DS-002;DS-003,Designed,Stage 5 -- Initial Commercial Release,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,FEAT-0150;FEAT-0139,High,Deterministic-Authoritative,TBD,TBD,"An automated entry without an approved deterministic exit plan is rejected before submission; Sage can propose an exit plan but cannot mark it approved, and cannot bypass this check under any configuration.",ADR-002 (Sage Cannot Bypass the Risk Engine),None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0191,Broker/execution integration (core),15 Order management and execution,Backend-authoritative order routing to connected brokers.,"Single, auditable path from decision to execution.",DS-002,DS-004,Planned,Stage 3 -- Founder Workstation Beta,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,"Every order submission, modification, and cancellation is routed through the single core execution integration; no feature has an independent path to a broker.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0192,Order lifecycle reconciliation,15 Order management and execution,Continuous reconciliation between DarkSage's order records and broker reality.,Prevent silent divergence between recorded and actual order state.,DS-023,DS-002,Planned,Stage 4 -- Customer Cloud Beta,Critical,Yes,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,FEAT-0191,High,Deterministic-Authoritative,TBD,TBD,"DarkSage's recorded order/position state matches the broker's reported state within a defined reconciliation interval; a detected divergence is surfaced as an explicit alert, never silently auto-corrected without logging.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25); Initial-release status repair (2026-07-26): reclassified Idea -> Planned. Reason: Order lifecycle reconciliation is a safety-critical prerequisite for any customer live-trading release; recorded/actual order-state divergence is unacceptable at commercial launch.,,
FEAT-0193,Level II,15 Order management and execution,Level II order-book depth display.,Advanced execution-context tool.,DS-022,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0194,Depth of Market,15 Order management and execution,DOM ladder-style order-book visualization.,Advanced execution-context tool.,DS-022,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0195,Time and sales,15 Order management and execution,Tape of executed trades.,Advanced execution-context tool.,DS-022,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0196,Order ladder,15 Order management and execution,Click-to-trade ladder interface tied to DOM.,Fast professional order entry.,DS-022,,Idea,Stage 7 -- Platform and TradingView-Style Expansion,Low,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"The order ladder displays live bid/ask depth for a symbol and allows order placement at a selected price level, subject to the same deterministic validation as any other order entry point.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0197,Hotkeys,15 Order management and execution,Keyboard shortcuts for common trading actions.,Speed for professional workflows.,DS-022,,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"A configured hotkey submits the exact order it is bound to, with no ambiguity about symbol/side/size at the moment of the keypress.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0198,Hotkey safety,15 Order management and execution,Confirmation/guard rails preventing accidental hotkey-triggered orders.,Prevent fat-finger execution errors.,DS-022,,Idea,Stage 6 -- Advanced Trading Expansion,High,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"A hotkey bound to an order-submitting action requires the configured confirmation step (per FEAT-0197's safety design) before the order reaches validation, preventing accidental submission.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0199,Order templates,15 Order management and execution,"Saved, reusable order configurations.",Speed up repeated order entry.,DS-002,,Idea,Stage 6 -- Advanced Trading Expansion,Low,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0200,Partial-fill visualization,15 Order management and execution,Clear UI indication of a partially-filled order's state.,See Partial-Fill Handling (Stop Loss/Take Profit category).,DS-022,DS-020,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0201,Bracket visualization,15 Order management and execution,Clear UI visualization of a bracket order's entry/stop/target legs.,Make protective-order structure visible.,DS-022,DS-020,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Informational,TBD,TBD,TBD -- requirement not yet fully drafted,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,"Created in Product Expansion foundation pass (2026-07-25) Initial-release status repair (2026-07-26): initial_release_required changed Yes -> No, release_stage changed Stage 5 -> Stage 6. Reason: broker-native bracket orders (FEAT-0170) and OCO orders (FEAT-0171) are independently functional and inspectable via standard order/position views without a dedicated bracket diagram; the polished visual bracket overlay is a UX enhancement, not a launch-blocking safety or commercial requirement.",,
FEAT-0202,Five-mode automation reconciliation,16 Automation,The already-approved five automation modes (ADR-005) governing manual-through-automated trading.,Already-approved architecture; expansion registry cross-references it.,DS-011,DS-012,Designed,Stage 2 -- Usable Paper-Trading Alpha,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,"Each of the five automation modes has a distinct, testable behavior boundary, and a position/order can be unambiguously attributed to exactly one mode at any time.",ADR-005 (Five Automation Modes),None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0203,Strategy-driven automated entries,16 Automation,Automated order submission driven by a validated strategy signal.,"Core automation capability, always paired with an approved exit plan.",DS-002,DS-020,Planned,Stage 6 -- Advanced Trading Expansion,High,No,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,FEAT-0190,High,Deterministic-Authoritative,TBD,TBD,A strategy-driven automated entry is rejected before submission if it lacks an approved deterministic exit plan (see FEAT-0190).,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0204,Automation blackout controls,16 Automation,See Strategy Blackout Periods (Research/News category).,Cross-reference for completeness.,DS-002,DS-020,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"An automation blackout control prevents new automated orders during its configured window, mirroring FEAT-0108 at the automation-engine level.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0205,Portfolio tracking (core),17 Portfolios and accounts,"Aggregate view of holdings, performance, and exposure.",Core account-level visibility.,DS-002,,Planned,Stage 2 -- Usable Paper-Trading Alpha,Critical,Yes,Can Be Added Later Without Current Architectural Work,Windows;Web;iOS;Android,Founder;Customer,,Low,Deterministic-Authoritative,TBD,TBD,"Portfolio tracking reflects the account's actual broker-confirmed positions, reconciled against FEAT-0192, not merely DarkSage's locally-recorded order history.",Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Medium,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0206,Multi-account trading,17 Portfolios and accounts,"A user operates more than one account, each independently risk-validated.",See DS-020 for full detail.,DS-020,DS-002,Idea,Stage 6 -- Advanced Trading Expansion,High,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,FEAT-0150,High,Deterministic-Authoritative,TBD,TBD,Each account in a multi-account setup is independently risk-validated by the Risk Engine; no order in one account can be sized or approved using another account's risk budget.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0207,Multi-user workspaces,17 Portfolios and accounts,Roles/permissions for more than one user in a shared workspace.,See DS-020 for full detail.,DS-020,,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,Medium,Deterministic-Authoritative,TBD,TBD,A multi-user workspace enforces its configured roles/permissions; a user without a granted permission cannot perform the corresponding action (e.g. submit an order) in that workspace.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
FEAT-0208,Delegated approvals,17 Portfolios and accounts,"One user authorizes another (or automation) within explicit, scoped, revocable limits.",See DS-020 for full detail.,DS-020,,Idea,Stage 6 -- Advanced Trading Expansion,Medium,No,Groundwork Required Now,Windows;Web;iOS;Android,Founder;Customer,,High,Deterministic-Authoritative,TBD,TBD,A delegated approval is scoped to the specific action/limit it was granted for and is independently revocable without affecting other delegations.,Not Yet Designed,None,None,None -- not released,None,TBD,TBD,Low,Created in Product Expansion foundation pass (2026-07-25),,
